"Country","Year","Population.x","Population.y","Continent","Hemisphere","Human.Development.Groups","UNDP.Developing.Regions","HDI.Rank..2021.","Gross_National_Income_per_capita","COU","POL","Pollutant","VAR","Variable","YEA","Unit.Code","Unit","PowerCode.Code","PowerCode","Value"
"Italy",2014,60782668,60782668,"Europe","Northern Hemisphere","Very High","",30,39490.18497,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",760.664
"Italy",2015,60795612,60795612,"Europe","Northern Hemisphere","Very High","",30,39796.6249,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",723.784
"Italy",2016,60665551,60665551,"Europe","Northern Hemisphere","Very High","",30,41115.42705,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",711.107
"Italy",2017,60589445,60589445,"Europe","Northern Hemisphere","Very High","",30,41812.97134,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",669.174
"Italy",2018,60483973,60483973,"Europe","Northern Hemisphere","Very High","",30,42450.93247,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",672.443
"Italy",2019,59816673,59816673,"Europe","Northern Hemisphere","Very High","",30,43121.80118,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",656.061
"Italy",2020,59641488,59641488,"Europe","Northern Hemisphere","Very High","",30,39900.63273,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",594.496
"Italy",2021,59236213,59236213,"Europe","Northern Hemisphere","Very High","",30,42839.51441,"ITA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",608.363
"Japan",2000,126686000,126686000,"Asia","Northern Hemisphere","Very High","",19,38375.43131,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",2036.18
"Japan",2005,127687000,127687000,"Asia","Northern Hemisphere","Very High","",19,40079.83225,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",1959.27
"Japan",2010,127509567,127509567,"Asia","Northern Hemisphere","Very High","",19,39152.92818,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",1585.699
"Japan",2011,128057352,128057352,"Asia","Northern Hemisphere","Very High","",19,38863.25616,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",1525.538
"Japan",2012,127798704,127798704,"Asia","Northern Hemisphere","Very High","",19,39328.17159,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",1478.503
"Japan",2013,127515133,127515133,"Asia","Northern Hemisphere","Very High","",19,40275.25131,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",1420.514
"Japan",2014,127297686,127297686,"Asia","Northern Hemisphere","Very High","",19,40482.79312,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",1366.182
"Japan",2015,127082819,127082819,"Asia","Northern Hemisphere","Very High","",19,41874.21537,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",1310.871
"Japan",2016,127094745,127094745,"Asia","Northern Hemisphere","Very High","",19,42421.08469,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",1410.116
"Japan",2017,126932772,126932772,"Asia","Northern Hemisphere","Very High","",19,43040.54532,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",1326.668
"Japan",2018,126706210,126706210,"Asia","Northern Hemisphere","Very High","",19,43086.85266,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",1243.27
"Japan",2019,126443180,126443180,"Asia","Northern Hemisphere","Very High","",19,43375.7894,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",1162.399
"Japan",2020,126166948,126166948,"Asia","Northern Hemisphere","Very High","",19,41487.05103,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",1038.489
"Japan",2021,126146099,126146099,"Asia","Northern Hemisphere","Very High","",19,42274.29134,"JPN","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",1044.22
"Korea",2000,47008111,47008111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2005,48184561,48184561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2010,49554112,49554112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2011,49936638,49936638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2012,50199853,50199853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2013,50428893,50428893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2014,50746659,50746659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2015,51014947,51014947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2016,51217803,51217803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2017,51361911,51361911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2018,51585058,51585058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2019,51764822,51764822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2020,51836239,51836239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea",2021,51744876,51744876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latvia",2000,2381715,2381715,"Europe","Northern Hemisphere","Very High","",39,12182.65733,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",43.3
"Latvia",2005,2249724,2249724,"Europe","Northern Hemisphere","Very High","",39,19008.8348,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",46.233
"Latvia",2010,2120504,2120504,"Europe","Northern Hemisphere","Very High","",39,20902.91306,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",41.638
"Latvia",2011,2074605,2074605,"Europe","Northern Hemisphere","Very High","",39,21970.60507,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",38.982
"Latvia",2012,2044813,2044813,"Europe","Northern Hemisphere","Very High","",39,23245.50419,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",39.228
"Latvia",2013,2023825,2023825,"Europe","Northern Hemisphere","Very High","",39,24172.55493,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",38.499
"Latvia",2014,2001468,2001468,"Europe","Northern Hemisphere","Very High","",39,24833.9538,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",38.145
"Latvia",2015,1986096,1986096,"Europe","Northern Hemisphere","Very High","",39,25952.38949,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",37.481
"Latvia",2016,1968957,1968957,"Europe","Northern Hemisphere","Very High","",39,27395.61007,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",35.693
"Latvia",2017,1950116,1950116,"Europe","Northern Hemisphere","Very High","",39,28601.52573,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",36.003
"Latvia",2018,1934379,1934379,"Europe","Northern Hemisphere","Very High","",39,29894.57755,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",36.964
"Latvia",2019,1919968,1919968,"Europe","Northern Hemisphere","Very High","",39,31058.91587,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",35.226
"Latvia",2020,1907675,1907675,"Europe","Northern Hemisphere","Very High","",39,31101.79957,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",32.724
"Latvia",2021,1893223,1893223,"Europe","Northern Hemisphere","Very High","",39,32803.23423,"LVA","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",33.623
"Lithuania",2000,3512074,3512074,"Europe","Northern Hemisphere","Very High","",35,12815.86855,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",63.024
"Lithuania",2005,3355220,3355220,"Europe","Northern Hemisphere","Very High","",35,20467.18814,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",63.475
"Lithuania",2010,3141976,3141976,"Europe","Northern Hemisphere","Very High","",35,23319.32486,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",57.057
"Lithuania",2011,3052588,3052588,"Europe","Northern Hemisphere","Very High","",35,24538.41744,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",55.983
"Lithuania",2012,3003641,3003641,"Europe","Northern Hemisphere","Very High","",35,25601.69818,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",55.471
"Lithuania",2013,2971905,2971905,"Europe","Northern Hemisphere","Very High","",35,26958.98289,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",52.807
"Lithuania",2014,2943472,2943472,"Europe","Northern Hemisphere","Very High","",35,28610.72871,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",55.556
"Lithuania",2015,2921262,2921262,"Europe","Northern Hemisphere","Very High","",35,29301.09772,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",57.351
"Lithuania",2016,2888558,2888558,"Europe","Northern Hemisphere","Very High","",35,30786.23947,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",57.199
"Lithuania",2017,2847904,2847904,"Europe","Northern Hemisphere","Very High","",35,32541.17287,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",55.496
"Lithuania",2018,2808901,2808901,"Europe","Northern Hemisphere","Very High","",35,33963.01256,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",56.222
"Lithuania",2019,2794184,2794184,"Europe","Northern Hemisphere","Very High","",35,35705.28941,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",54.698
"Lithuania",2020,2794090,2794090,"Europe","Northern Hemisphere","Very High","",35,36076.54329,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",52.594
"Lithuania",2021,2795680,2795680,"Europe","Northern Hemisphere","Very High","",35,37931.30359,"LTU","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",51.781
"Luxembourg",2000,433600,433600,"Europe","Northern Hemisphere","Very High","",17,78558.31204,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",40.828
"Luxembourg",2005,461230,461230,"Europe","Northern Hemisphere","Very High","",17,87012.00638,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",56.17
"Luxembourg",2010,502066,502066,"Europe","Northern Hemisphere","Very High","",17,75754.521,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",38.737
"Luxembourg",2011,511840,511840,"Europe","Northern Hemisphere","Very High","",17,76932.51077,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",39.634
"Luxembourg",2012,524853,524853,"Europe","Northern Hemisphere","Very High","",17,85299.29025,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",37.182
"Luxembourg",2013,537039,537039,"Europe","Northern Hemisphere","Very High","",17,80965.91409,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",33.956
"Luxembourg",2014,549680,549680,"Europe","Northern Hemisphere","Very High","",17,83495.1083,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",32.012
"Luxembourg",2015,562958,562958,"Europe","Northern Hemisphere","Very High","",17,74254.42678,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",28.531
"Luxembourg",2016,576249,576249,"Europe","Northern Hemisphere","Very High","",17,77076.00087,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",25.659
"Luxembourg",2017,590667,590667,"Europe","Northern Hemisphere","Very High","",17,82296.95125,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",22.449
"Luxembourg",2018,602005,602005,"Europe","Northern Hemisphere","Very High","",17,81398.52451,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",20.347
"Luxembourg",2019,613894,613894,"Europe","Northern Hemisphere","Very High","",17,76018.56437,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",18.26
"Luxembourg",2020,626108,626108,"Europe","Northern Hemisphere","Very High","",17,80285.84238,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",14.395
"Luxembourg",2021,634730,634730,"Europe","Northern Hemisphere","Very High","",17,84649.47467,"LUX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",13.387
"Mexico",2000,97482584,97482584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2005,104272444,104272444,"America","Northern Hemisphere","High","LAC",86,17414.40728,"MEX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",2784.421
"Mexico",2010,112095388,112095388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2011,113748671,113748671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2012,115367452,115367452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2013,116935670,116935670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2014,118453929,118453929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2015,119936411,119936411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2016,121347800,121347800,"America","Northern Hemisphere","High","LAC",86,19021.831,"MEX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",1907
"Mexico",2017,122715165,122715165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2018,124041731,124041731,"America","Northern Hemisphere","High","LAC",86,19385.89225,"MEX","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",2300.932
"Mexico",2019,125327797,125327797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2020,126577691,126577691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",2021,127792286,127792286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands",2000,15863950,15863950,"Europe","Northern Hemisphere","Very High","",10,48479.93224,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",474.315
"Netherlands",2005,16305526,16305526,"Europe","Northern Hemisphere","Very High","",10,49247.57787,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",420.483
"Netherlands",2010,16574989,16574989,"Europe","Northern Hemisphere","Very High","",10,52227.99073,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",343.121
"Netherlands",2011,16655799,16655799,"Europe","Northern Hemisphere","Very High","",10,53010.90773,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",328.731
"Netherlands",2012,16730348,16730348,"Europe","Northern Hemisphere","Very High","",10,52495.66202,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",307.336
"Netherlands",2013,16779575,16779575,"Europe","Northern Hemisphere","Very High","",10,52116.77307,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",292.62
"Netherlands",2014,16829289,16829289,"Europe","Northern Hemisphere","Very High","",10,51659.69255,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",265.718
"Netherlands",2015,16900726,16900726,"Europe","Northern Hemisphere","Very High","",10,52989.64531,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",262.779
"Netherlands",2016,16979120,16979120,"Europe","Northern Hemisphere","Very High","",10,53067.077,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",247.831
"Netherlands",2017,17081507,17081507,"Europe","Northern Hemisphere","Very High","",10,55507.09027,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",238.107
"Netherlands",2018,17181084,17181084,"Europe","Northern Hemisphere","Very High","",10,56614.38413,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",232.442
"Netherlands",2019,17282163,17282163,"Europe","Northern Hemisphere","Very High","",10,57039.03195,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",220.282
"Netherlands",2020,17407585,17407585,"Europe","Northern Hemisphere","Very High","",10,53503.64286,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",199.218
"Netherlands",2021,17475415,17475415,"Europe","Northern Hemisphere","Very High","",10,55979.411,"NLD","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",194.38
"New Zealand",2000,3857740,3857740,"Oceania","Southern Hemisphere","Very High","",13,27662.57448,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",143.825
"New Zealand",2005,4133920,4133920,"Oceania","Southern Hemisphere","Very High","",13,32136.46882,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",164.255
"New Zealand",2010,4350750,4350750,"Oceania","Southern Hemisphere","Very High","",13,34114.89481,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",153.121
"New Zealand",2011,4383990,4383990,"Oceania","Southern Hemisphere","Very High","",13,35069.11343,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",152.684
"New Zealand",2012,4408060,4408060,"Oceania","Southern Hemisphere","Very High","",13,35441.88481,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",160.78
"New Zealand",2013,4442080,4442080,"Oceania","Southern Hemisphere","Very High","",13,37132.03938,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",161.101
"New Zealand",2014,4516510,4516510,"Oceania","Southern Hemisphere","Very High","",13,37808.10649,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",161.863
"New Zealand",2015,4609380,4609380,"Oceania","Southern Hemisphere","Very High","",13,38628.37835,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",161.658
"New Zealand",2016,4714080,4714080,"Oceania","Southern Hemisphere","Very High","",13,39558.75645,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",155.298
"New Zealand",2017,4813610,4813610,"Oceania","Southern Hemisphere","Very High","",13,40700.46491,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",164.117
"New Zealand",2018,4900620,4900620,"Oceania","Southern Hemisphere","Very High","",13,41382.39849,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",167.738
"New Zealand",2019,4979180,4979180,"Oceania","Southern Hemisphere","Very High","",13,42403.52046,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",172.554
"New Zealand",2020,5090270,5090270,"Oceania","Southern Hemisphere","Very High","",13,41946.38822,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",161.711
"New Zealand",2021,5111330,5111330,"Oceania","Southern Hemisphere","Very High","",13,44057.31394,"NZL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",164.073
"Norway",2000,4478497,4478497,"Europe","Northern Hemisphere","Very High","",2,54793.8995,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",213.691
"Norway",2005,4606363,4606363,"Europe","Northern Hemisphere","Very High","",2,63543.37817,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",207.494
"Norway",2010,4858199,4858199,"Europe","Northern Hemisphere","Very High","",2,64988.87524,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",198.942
"Norway",2011,4920305,4920305,"Europe","Northern Hemisphere","Very High","",2,67037.8291,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",196.506
"Norway",2012,4985870,4985870,"Europe","Northern Hemisphere","Very High","",2,68432.67946,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",192.369
"Norway",2013,5051275,5051275,"Europe","Northern Hemisphere","Very High","",2,68383.25839,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",188.847
"Norway",2014,5107970,5107970,"Europe","Northern Hemisphere","Very High","",2,68778.77611,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2014,"TONNE","Tonnes",3,"Thousands",186.915
"Norway",2015,5166493,5166493,"Europe","Northern Hemisphere","Very High","",2,66756.61403,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2015,"TONNE","Tonnes",3,"Thousands",178.935
"Norway",2016,5210721,5210721,"Europe","Northern Hemisphere","Very High","",2,64795.49042,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2016,"TONNE","Tonnes",3,"Thousands",170.401
"Norway",2017,5258317,5258317,"Europe","Northern Hemisphere","Very High","",2,66403.54684,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2017,"TONNE","Tonnes",3,"Thousands",164.997
"Norway",2018,5295619,5295619,"Europe","Northern Hemisphere","Very High","",2,68999.19641,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2018,"TONNE","Tonnes",3,"Thousands",162.502
"Norway",2019,5328212,5328212,"Europe","Northern Hemisphere","Very High","",2,66481.78169,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2019,"TONNE","Tonnes",3,"Thousands",154.541
"Norway",2020,5367580,5367580,"Europe","Northern Hemisphere","Very High","",2,62572.93547,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2020,"TONNE","Tonnes",3,"Thousands",145.766
"Norway",2021,5391369,5391369,"Europe","Northern Hemisphere","Very High","",2,64660.10622,"NOR","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2021,"TONNE","Tonnes",3,"Thousands",140.428
"Poland",2000,38263303,38263303,"Europe","Northern Hemisphere","Very High","",34,16177.11083,"POL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2000,"TONNE","Tonnes",3,"Thousands",868.021
"Poland",2005,38173835,38173835,"Europe","Northern Hemisphere","Very High","",34,18610.39132,"POL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2005,"TONNE","Tonnes",3,"Thousands",857.507
"Poland",2010,38022869,38022869,"Europe","Northern Hemisphere","Very High","",34,23207.36326,"POL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2010,"TONNE","Tonnes",3,"Thousands",843.068
"Poland",2011,38062718,38062718,"Europe","Northern Hemisphere","Very High","",34,24307.20371,"POL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2011,"TONNE","Tonnes",3,"Thousands",822.669
"Poland",2012,38063792,38063792,"Europe","Northern Hemisphere","Very High","",34,24660.27546,"POL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2012,"TONNE","Tonnes",3,"Thousands",785.627
"Poland",2013,38062535,38062535,"Europe","Northern Hemisphere","Very High","",34,24971.27568,"POL","NOX","Nitrogen Oxides","TOT","Total man-made emissions",2013,"TONNE","Tonnes",3,"Thousands",746.069
